Task_ID,Model,Layer,Compute,Self CPU (us),CPU Total (us),CUDA Total (us),Self CPU Mem (bytes),Self CUDA Mem (bytes),Total Execution Time (us),Total Memory Used (bytes),FLOPs,Memory Accessed (bytes)
mlp_task_1,CustomMLP,forward_pass,W0,3929.0,10048.0,0.0,-794624,0,10048.0,-794624,6291456.0,536576.0
mlp_task_1,CustomMLP,ProfilerStep*,W0,3147.0,6600.0,0.0,-794624,0,6600.0,-794624,0.0,0.0
mlp_task_1,CustomMLP,net_0,W0,434.0,1771.0,0.0,0,0,1771.0,0,4194304.0,139264.0
mlp_task_1,CustomMLP,net_1,W0,168.0,671.0,0.0,0,0,671.0,0,0.0,262144.0
mlp_task_1,CustomMLP,net_2,W0,180.0,1006.0,0.0,0,0,1006.0,0,2097152.0,135168.0
mlp_task_1,CustomMLP,forward_pass,W1,1816.0,4788.0,0.0,-798720,0,4788.0,-798720,6291456.0,536576.0
mlp_task_1,CustomMLP,ProfilerStep*,W1,1338.0,3064.0,0.0,-798720,0,3064.0,-798720,0.0,0.0
mlp_task_1,CustomMLP,net_0,W1,175.0,799.0,0.0,0,0,799.0,0,4194304.0,139264.0
mlp_task_1,CustomMLP,net_1,W1,160.0,334.0,0.0,0,0,334.0,0,0.0,262144.0
mlp_task_1,CustomMLP,net_2,W1,143.0,591.0,0.0,0,0,591.0,0,2097152.0,135168.0
mlp_task_2,CustomMLP,forward_pass,W0,1710.0,4234.0,0.0,-794624,0,4234.0,-794624,6291456.0,536576.0
mlp_task_2,CustomMLP,ProfilerStep*,W0,1281.0,2758.0,0.0,-794624,0,2758.0,-794624,0.0,0.0
mlp_task_2,CustomMLP,net_0,W0,160.0,646.0,0.0,0,0,646.0,0,4194304.0,139264.0
mlp_task_2,CustomMLP,net_1,W0,130.0,298.0,0.0,0,0,298.0,0,0.0,262144.0
mlp_task_2,CustomMLP,net_2,W0,139.0,532.0,0.0,0,0,532.0,0,2097152.0,135168.0
mlp_task_2,CustomMLP,forward_pass,W0,1710.0,4234.0,0.0,-794624,0,4234.0,-794624,6291456.0,536576.0
mlp_task_2,CustomMLP,ProfilerStep*,W0,1281.0,2758.0,0.0,-794624,0,2758.0,-794624,0.0,0.0
mlp_task_2,CustomMLP,net_0,W0,160.0,646.0,0.0,0,0,646.0,0,4194304.0,139264.0
mlp_task_2,CustomMLP,net_1,W0,130.0,298.0,0.0,0,0,298.0,0,0.0,262144.0
mlp_task_2,CustomMLP,net_2,W0,139.0,532.0,0.0,0,0,532.0,0,2097152.0,135168.0
mlp_task_2,CustomMLP,forward_pass,W1,1816.0,4788.0,0.0,-798720,0,4788.0,-798720,6291456.0,536576.0
mlp_task_2,CustomMLP,ProfilerStep*,W1,1338.0,3064.0,0.0,-798720,0,3064.0,-798720,0.0,0.0
mlp_task_2,CustomMLP,net_0,W1,175.0,799.0,0.0,0,0,799.0,0,4194304.0,139264.0
mlp_task_2,CustomMLP,net_1,W1,160.0,334.0,0.0,0,0,334.0,0,0.0,262144.0
mlp_task_2,CustomMLP,net_2,W1,143.0,591.0,0.0,0,0,591.0,0,2097152.0,135168.0
mlp_task_3,CustomMLP,forward_pass,W0,1710.0,4234.0,0.0,-794624,0,4234.0,-794624,6291456.0,536576.0
mlp_task_3,CustomMLP,ProfilerStep*,W0,1281.0,2758.0,0.0,-794624,0,2758.0,-794624,0.0,0.0
mlp_task_3,CustomMLP,net_0,W0,160.0,646.0,0.0,0,0,646.0,0,4194304.0,139264.0
mlp_task_3,CustomMLP,net_1,W0,130.0,298.0,0.0,0,0,298.0,0,0.0,262144.0
mlp_task_3,CustomMLP,net_2,W0,139.0,532.0,0.0,0,0,532.0,0,2097152.0,135168.0
mlp_task_3,CustomMLP,forward_pass,W0,1710.0,4234.0,0.0,-794624,0,4234.0,-794624,6291456.0,536576.0
mlp_task_3,CustomMLP,ProfilerStep*,W0,1281.0,2758.0,0.0,-794624,0,2758.0,-794624,0.0,0.0
mlp_task_3,CustomMLP,net_0,W0,160.0,646.0,0.0,0,0,646.0,0,4194304.0,139264.0
mlp_task_3,CustomMLP,net_1,W0,130.0,298.0,0.0,0,0,298.0,0,0.0,262144.0
mlp_task_3,CustomMLP,net_2,W0,139.0,532.0,0.0,0,0,532.0,0,2097152.0,135168.0
mlp_task_3,CustomMLP,forward_pass,W1,1816.0,4788.0,0.0,-798720,0,4788.0,-798720,6291456.0,536576.0
mlp_task_3,CustomMLP,ProfilerStep*,W1,1338.0,3064.0,0.0,-798720,0,3064.0,-798720,0.0,0.0
mlp_task_3,CustomMLP,net_0,W1,175.0,799.0,0.0,0,0,799.0,0,4194304.0,139264.0
mlp_task_3,CustomMLP,net_1,W1,160.0,334.0,0.0,0,0,334.0,0,0.0,262144.0
mlp_task_3,CustomMLP,net_2,W1,143.0,591.0,0.0,0,0,591.0,0,2097152.0,135168.0
mlp_task_4,CustomMLP,forward_pass,W0,1710.0,4234.0,0.0,-794624,0,4234.0,-794624,6291456.0,536576.0
mlp_task_4,CustomMLP,ProfilerStep*,W0,1281.0,2758.0,0.0,-794624,0,2758.0,-794624,0.0,0.0
mlp_task_4,CustomMLP,net_0,W0,160.0,646.0,0.0,0,0,646.0,0,4194304.0,139264.0
mlp_task_4,CustomMLP,net_1,W0,130.0,298.0,0.0,0,0,298.0,0,0.0,262144.0
mlp_task_4,CustomMLP,net_2,W0,139.0,532.0,0.0,0,0,532.0,0,2097152.0,135168.0
mlp_task_4,CustomMLP,forward_pass,W0,1710.0,4234.0,0.0,-794624,0,4234.0,-794624,6291456.0,536576.0
mlp_task_4,CustomMLP,ProfilerStep*,W0,1281.0,2758.0,0.0,-794624,0,2758.0,-794624,0.0,0.0
mlp_task_4,CustomMLP,net_0,W0,160.0,646.0,0.0,0,0,646.0,0,4194304.0,139264.0
mlp_task_4,CustomMLP,net_1,W0,130.0,298.0,0.0,0,0,298.0,0,0.0,262144.0
mlp_task_4,CustomMLP,net_2,W0,139.0,532.0,0.0,0,0,532.0,0,2097152.0,135168.0
mlp_task_4,CustomMLP,forward_pass,W1,1816.0,4788.0,0.0,-798720,0,4788.0,-798720,6291456.0,536576.0
mlp_task_4,CustomMLP,ProfilerStep*,W1,1338.0,3064.0,0.0,-798720,0,3064.0,-798720,0.0,0.0
mlp_task_4,CustomMLP,net_0,W1,175.0,799.0,0.0,0,0,799.0,0,4194304.0,139264.0
mlp_task_4,CustomMLP,net_1,W1,160.0,334.0,0.0,0,0,334.0,0,0.0,262144.0
mlp_task_4,CustomMLP,net_2,W1,143.0,591.0,0.0,0,0,591.0,0,2097152.0,135168.0
mlp_task_5,CustomMLP,forward_pass,W0,1710.0,4234.0,0.0,-794624,0,4234.0,-794624,6291456.0,536576.0
mlp_task_5,CustomMLP,ProfilerStep*,W0,1281.0,2758.0,0.0,-794624,0,2758.0,-794624,0.0,0.0
mlp_task_5,CustomMLP,net_0,W0,160.0,646.0,0.0,0,0,646.0,0,4194304.0,139264.0
mlp_task_5,CustomMLP,net_1,W0,130.0,298.0,0.0,0,0,298.0,0,0.0,262144.0
mlp_task_5,CustomMLP,net_2,W0,139.0,532.0,0.0,0,0,532.0,0,2097152.0,135168.0
mlp_task_5,CustomMLP,forward_pass,W0,1710.0,4234.0,0.0,-794624,0,4234.0,-794624,6291456.0,536576.0
mlp_task_5,CustomMLP,ProfilerStep*,W0,1281.0,2758.0,0.0,-794624,0,2758.0,-794624,0.0,0.0
mlp_task_5,CustomMLP,net_0,W0,160.0,646.0,0.0,0,0,646.0,0,4194304.0,139264.0
mlp_task_5,CustomMLP,net_1,W0,130.0,298.0,0.0,0,0,298.0,0,0.0,262144.0
mlp_task_5,CustomMLP,net_2,W0,139.0,532.0,0.0,0,0,532.0,0,2097152.0,135168.0
mlp_task_5,CustomMLP,forward_pass,W1,1816.0,4788.0,0.0,-798720,0,4788.0,-798720,6291456.0,536576.0
mlp_task_5,CustomMLP,ProfilerStep*,W1,1338.0,3064.0,0.0,-798720,0,3064.0,-798720,0.0,0.0
mlp_task_5,CustomMLP,net_0,W1,175.0,799.0,0.0,0,0,799.0,0,4194304.0,139264.0
mlp_task_5,CustomMLP,net_1,W1,160.0,334.0,0.0,0,0,334.0,0,0.0,262144.0
mlp_task_5,CustomMLP,net_2,W1,143.0,591.0,0.0,0,0,591.0,0,2097152.0,135168.0
swin_task_1,DemoSwinTiny,forward_pass,W0,126240.0,2205282.0,0.0,-1079682640,0,2205282.0,-1079682640,5962128384.0,578802536.0
swin_task_1,DemoSwinTiny,ProfilerStep*,W0,53544.0,1129415.0,0.0,-531444760,0,1129415.0,-531444760,0.0,0.0
swin_task_1,DemoSwinTiny,backbone_features_0_0,W0,309.0,5697.0,0.0,0,0,5697.0,0,28901376.0,3612672.0
swin_task_1,DemoSwinTiny,permute,W0,718.0,763.0,0.0,0,0,763.0,0,0.0,4816896.0
swin_task_1,DemoSwinTiny,backbone_features_0_2,W0,528.0,5167.0,0.0,0,0,5167.0,0,3010560.0,4816896.0
swin_task_1,DemoSwinTiny,backbone_features_1_0_norm1,W0,209.0,2588.0,0.0,0,0,2588.0,0,3010560.0,4816896.0
swin_task_1,DemoSwinTiny,_get_relative_position_bias,W0,633.0,1109.0,0.0,-86436,0,1109.0,-86436,0.0,50048.0
swin_task_1,DemoSwinTiny,shifted_window_attention,W0,3022.0,72968.0,0.0,-98219520,0,72968.0,-98219520,0.0,4993164.0
swin_task_1,DemoSwinTiny,stochastic_depth,W0,305.0,305.0,0.0,0,0,305.0,0,0.0,4816896.0
swin_task_1,DemoSwinTiny,add,W0,150.0,2308.0,0.0,0,0,2308.0,0,0.0,7225344.0
swin_task_1,DemoSwinTiny,backbone_features_1_0_norm2,W0,282.0,2889.0,0.0,0,0,2889.0,0,3010560.0,4816896.0
swin_task_1,DemoSwinTiny,backbone_features_1_0_mlp_0,W0,420.0,16682.0,0.0,0,0,16682.0,0,231211008.0,12042240.0
swin_task_1,DemoSwinTiny,backbone_features_1_0_mlp_1,W0,458.0,9153.0,0.0,0,0,9153.0,0,0.0,19267584.0
swin_task_1,DemoSwinTiny,backbone_features_1_0_mlp_2,W0,294.0,298.0,0.0,0,0,298.0,0,0.0,19267584.0
swin_task_1,DemoSwinTiny,backbone_features_1_0_mlp_3,W0,315.0,16211.0,0.0,0,0,16211.0,0,231211008.0,12042240.0
swin_task_1,DemoSwinTiny,backbone_features_1_0_mlp_4,W0,208.0,211.0,0.0,0,0,211.0,0,0.0,4816896.0
swin_task_1,DemoSwinTiny,stochastic_depth_1,W0,151.0,151.0,0.0,0,0,151.0,0,0.0,4816896.0
swin_task_1,DemoSwinTiny,add_1,W0,159.0,1936.0,0.0,0,0,1936.0,0,0.0,7225344.0
swin_task_1,DemoSwinTiny,backbone_features_1_1_norm1,W0,278.0,2981.0,0.0,0,0,2981.0,0,3010560.0,4816896.0
swin_task_1,DemoSwinTiny,_get_relative_position_bias_1,W0,502.0,1205.0,0.0,-86436,0,1205.0,-86436,0.0,50048.0
swin_task_1,DemoSwinTiny,shifted_window_attention_1,W0,10440.0,124760.0,0.0,-130263172,0,124760.0,-130263172,0.0,4993164.0
swin_task_1,DemoSwinTiny,stochastic_depth_2,W0,265.0,265.0,0.0,0,0,265.0,0,0.0,4816896.0
swin_task_1,DemoSwinTiny,add_2,W0,169.0,2086.0,0.0,0,0,2086.0,0,0.0,7225344.0
swin_task_1,DemoSwinTiny,backbone_features_1_1_norm2,W0,257.0,2778.0,0.0,0,0,2778.0,0,3010560.0,4816896.0
swin_task_1,DemoSwinTiny,backbone_features_1_1_mlp_0,W0,452.0,15125.0,0.0,0,0,15125.0,0,231211008.0,12042240.0
swin_task_1,DemoSwinTiny,backbone_features_1_1_mlp_1,W0,262.0,7004.0,0.0,0,0,7004.0,0,0.0,19267584.0
swin_task_1,DemoSwinTiny,backbone_features_1_1_mlp_2,W0,179.0,182.0,0.0,0,0,182.0,0,0.0,19267584.0
swin_task_1,DemoSwinTiny,backbone_features_1_1_mlp_3,W0,305.0,11840.0,0.0,0,0,11840.0,0,231211008.0,12042240.0
swin_task_1,DemoSwinTiny,backbone_features_1_1_mlp_4,W0,210.0,213.0,0.0,0,0,213.0,0,0.0,4816896.0
swin_task_1,DemoSwinTiny,stochastic_depth_3,W0,195.0,195.0,0.0,0,0,195.0,0,0.0,4816896.0
swin_task_1,DemoSwinTiny,add_3,W0,151.0,2017.0,0.0,0,0,2017.0,0,0.0,7225344.0
swin_task_1,DemoSwinTiny,_patch_merging_pad,W0,668.0,3425.0,0.0,-7225344,0,3425.0,-7225344,0.0,4816896.0
swin_task_1,DemoSwinTiny,backbone_features_2_norm,W0,262.0,2211.0,0.0,0,0,2211.0,0,3010560.0,4816896.0
swin_task_1,DemoSwinTiny,backbone_features_2_reduction,W0,194.0,5222.0,0.0,0,0,5222.0,0,115605504.0,3612672.0
swin_task_1,DemoSwinTiny,backbone_features_3_0_norm1,W0,211.0,1304.0,0.0,0,0,1304.0,0,1505280.0,2408448.0
swin_task_1,DemoSwinTiny,_get_relative_position_bias_2,W0,250.0,978.0,0.0,-230496,0,978.0,-230496,0.0,80888.0
swin_task_1,DemoSwinTiny,shifted_window_attention_2,W0,1926.0,40221.0,0.0,-49109760,0,40221.0,-49109760,0.0,3055896.0
swin_task_1,DemoSwinTiny,stochastic_depth_4,W0,234.0,234.0,0.0,0,0,234.0,0,0.0,2408448.0
swin_task_1,DemoSwinTiny,add_4,W0,139.0,727.0,0.0,0,0,727.0,0,0.0,3612672.0
swin_task_1,DemoSwinTiny,backbone_features_3_0_norm2,W0,231.0,1352.0,0.0,0,0,1352.0,0,1505280.0,2408448.0
swin_task_1,DemoSwinTiny,backbone_features_3_0_mlp_0,W0,331.0,13528.0,0.0,0,0,13528.0,0,231211008.0,6021120.0
swin_task_1,DemoSwinTiny,backbone_features_3_0_mlp_1,W0,240.0,4025.0,0.0,0,0,4025.0,0,0.0,9633792.0
swin_task_1,DemoSwinTiny,backbone_features_3_0_mlp_2,W0,196.0,199.0,0.0,0,0,199.0,0,0.0,9633792.0
swin_task_1,DemoSwinTiny,backbone_features_3_0_mlp_3,W0,289.0,13533.0,0.0,0,0,13533.0,0,231211008.0,6021120.0
swin_task_1,DemoSwinTiny,backbone_features_3_0_mlp_4,W0,225.0,228.0,0.0,0,0,228.0,0,0.0,2408448.0
swin_task_1,DemoSwinTiny,stochastic_depth_5,W0,175.0,175.0,0.0,0,0,175.0,0,0.0,2408448.0
swin_task_1,DemoSwinTiny,add_5,W0,134.0,934.0,0.0,0,0,934.0,0,0.0,3612672.0
swin_task_1,DemoSwinTiny,backbone_features_3_1_norm1,W0,273.0,1492.0,0.0,0,0,1492.0,0,1505280.0,2408448.0
swin_task_1,DemoSwinTiny,_get_relative_position_bias_3,W0,327.0,862.0,0.0,-172872,0,862.0,-172872,0.0,80888.0
swin_task_1,DemoSwinTiny,shifted_window_attention_3,W0,3546.0,81074.0,0.0,-63499296,0,81074.0,-63499296,0.0,3055896.0
swin_task_1,DemoSwinTiny,stochastic_depth_6,W0,223.0,223.0,0.0,0,0,223.0,0,0.0,2408448.0
swin_task_1,DemoSwinTiny,add_6,W0,146.0,1119.0,0.0,0,0,1119.0,0,0.0,3612672.0
swin_task_1,DemoSwinTiny,backbone_features_3_1_norm2,W0,236.0,1381.0,0.0,0,0,1381.0,0,1505280.0,2408448.0
swin_task_1,DemoSwinTiny,backbone_features_3_1_mlp_0,W0,288.0,13580.0,0.0,0,0,13580.0,0,231211008.0,6021120.0
swin_task_1,DemoSwinTiny,backbone_features_3_1_mlp_1,W0,233.0,3810.0,0.0,0,0,3810.0,0,0.0,9633792.0
swin_task_1,DemoSwinTiny,backbone_features_3_1_mlp_2,W0,181.0,184.0,0.0,0,0,184.0,0,0.0,9633792.0
swin_task_1,DemoSwinTiny,backbone_features_3_1_mlp_3,W0,258.0,13110.0,0.0,0,0,13110.0,0,231211008.0,6021120.0
swin_task_1,DemoSwinTiny,backbone_features_3_1_mlp_4,W0,246.0,249.0,0.0,0,0,249.0,0,0.0,2408448.0
swin_task_1,DemoSwinTiny,stochastic_depth_7,W0,177.0,177.0,0.0,0,0,177.0,0,0.0,2408448.0
swin_task_1,DemoSwinTiny,add_7,W0,156.0,1014.0,0.0,0,0,1014.0,0,0.0,3612672.0
swin_task_1,DemoSwinTiny,_patch_merging_pad_1,W0,649.0,2023.0,0.0,-3612672,0,2023.0,-3612672,0.0,2408448.0
swin_task_1,DemoSwinTiny,backbone_features_4_norm,W0,283.0,1521.0,0.0,0,0,1521.0,0,1505280.0,2408448.0
swin_task_1,DemoSwinTiny,backbone_features_4_reduction,W0,253.0,6722.0,0.0,0,0,6722.0,0,115605504.0,1806336.0
swin_task_1,DemoSwinTiny,backbone_features_5_0_norm1,W0,227.0,870.0,0.0,0,0,870.0,0,752640.0,1204224.0
swin_task_1,DemoSwinTiny,_get_relative_position_bias_4,W0,343.0,1293.0,0.0,-345744,0,1293.0,-345744,0.0,142568.0
swin_task_1,DemoSwinTiny,shifted_window_attention_4,W0,1481.0,24507.0,0.0,-24554880,0,24507.0,-24554880,0.0,3678768.0
swin_task_1,DemoSwinTiny,stochastic_depth_8,W0,188.0,188.0,0.0,0,0,188.0,0,0.0,1204224.0
swin_task_1,DemoSwinTiny,add_8,W0,189.0,739.0,0.0,0,0,739.0,0,0.0,1806336.0
swin_task_1,DemoSwinTiny,backbone_features_5_0_norm2,W0,233.0,895.0,0.0,0,0,895.0,0,752640.0,1204224.0
swin_task_1,DemoSwinTiny,backbone_features_5_0_mlp_0,W0,282.0,11870.0,0.0,0,0,11870.0,0,231211008.0,3010560.0
swin_task_1,DemoSwinTiny,backbone_features_5_0_mlp_1,W0,224.0,1901.0,0.0,0,0,1901.0,0,0.0,4816896.0
swin_task_1,DemoSwinTiny,backbone_features_5_0_mlp_2,W0,178.0,182.0,0.0,0,0,182.0,0,0.0,4816896.0
swin_task_1,DemoSwinTiny,backbone_features_5_0_mlp_3,W0,225.0,11576.0,0.0,0,0,11576.0,0,231211008.0,3010560.0
swin_task_1,DemoSwinTiny,backbone_features_5_0_mlp_4,W0,207.0,210.0,0.0,0,0,210.0,0,0.0,1204224.0
swin_task_1,DemoSwinTiny,stochastic_depth_9,W0,168.0,168.0,0.0,0,0,168.0,0,0.0,1204224.0
swin_task_1,DemoSwinTiny,add_9,W0,134.0,529.0,0.0,0,0,529.0,0,0.0,1806336.0
swin_task_1,DemoSwinTiny,backbone_features_5_1_norm1,W0,203.0,817.0,0.0,0,0,817.0,0,752640.0,1204224.0
swin_task_1,DemoSwinTiny,_get_relative_position_bias_5,W0,357.0,941.0,0.0,-345744,0,941.0,-345744,0.0,142568.0
swin_task_1,DemoSwinTiny,shifted_window_attention_5,W0,3520.0,63509.0,0.0,-31341580,0,63509.0,-31341580,0.0,3678768.0
swin_task_1,DemoSwinTiny,stochastic_depth_10,W0,253.0,253.0,0.0,0,0,253.0,0,0.0,1204224.0
swin_task_1,DemoSwinTiny,add_10,W0,141.0,565.0,0.0,0,0,565.0,0,0.0,1806336.0
swin_task_1,DemoSwinTiny,backbone_features_5_1_norm2,W0,234.0,1201.0,0.0,0,0,1201.0,0,752640.0,1204224.0
swin_task_1,DemoSwinTiny,backbone_features_5_1_mlp_0,W0,297.0,12737.0,0.0,0,0,12737.0,0,231211008.0,3010560.0
swin_task_1,DemoSwinTiny,backbone_features_5_1_mlp_1,W0,259.0,2060.0,0.0,0,0,2060.0,0,0.0,4816896.0
swin_task_1,DemoSwinTiny,backbone_features_5_1_mlp_2,W0,245.0,249.0,0.0,0,0,249.0,0,0.0,4816896.0
swin_task_1,DemoSwinTiny,backbone_features_5_1_mlp_3,W0,250.0,13039.0,0.0,0,0,13039.0,0,231211008.0,3010560.0
swin_task_1,DemoSwinTiny,backbone_features_5_1_mlp_4,W0,215.0,218.0,0.0,0,0,218.0,0,0.0,1204224.0
swin_task_1,DemoSwinTiny,stochastic_depth_11,W0,253.0,253.0,0.0,0,0,253.0,0,0.0,1204224.0
swin_task_1,DemoSwinTiny,add_11,W0,145.0,588.0,0.0,0,0,588.0,0,0.0,1806336.0
swin_task_1,DemoSwinTiny,backbone_features_5_2_norm1,W0,331.0,1041.0,0.0,0,0,1041.0,0,752640.0,1204224.0
swin_task_1,DemoSwinTiny,_get_relative_position_bias_6,W0,377.0,1070.0,0.0,-345744,0,1070.0,-345744,0.0,142568.0
swin_task_1,DemoSwinTiny,shifted_window_attention_6,W0,1634.0,27807.0,0.0,-25156992,0,27807.0,-25156992,0.0,3678768.0
swin_task_1,DemoSwinTiny,stochastic_depth_12,W0,396.0,396.0,0.0,0,0,396.0,0,0.0,1204224.0
swin_task_1,DemoSwinTiny,add_12,W0,132.0,626.0,0.0,0,0,626.0,0,0.0,1806336.0
swin_task_1,DemoSwinTiny,backbone_features_5_2_norm2,W0,198.0,862.0,0.0,-1568,0,862.0,-1568,752640.0,1204224.0
swin_task_1,DemoSwinTiny,backbone_features_5_2_mlp_0,W0,321.0,13018.0,0.0,0,0,13018.0,0,231211008.0,3010560.0
swin_task_1,DemoSwinTiny,backbone_features_5_2_mlp_1,W0,198.0,2142.0,0.0,0,0,2142.0,0,0.0,4816896.0
swin_task_1,DemoSwinTiny,backbone_features_5_2_mlp_2,W0,183.0,186.0,0.0,0,0,186.0,0,0.0,4816896.0
swin_task_1,DemoSwinTiny,backbone_features_5_2_mlp_3,W0,393.0,12811.0,0.0,0,0,12811.0,0,231211008.0,3010560.0
swin_task_1,DemoSwinTiny,backbone_features_5_2_mlp_4,W0,250.0,253.0,0.0,0,0,253.0,0,0.0,1204224.0
swin_task_1,DemoSwinTiny,stochastic_depth_13,W0,170.0,170.0,0.0,0,0,170.0,0,0.0,1204224.0
swin_task_1,DemoSwinTiny,add_13,W0,121.0,526.0,0.0,0,0,526.0,0,0.0,1806336.0
swin_task_1,DemoSwinTiny,backbone_features_5_3_norm1,W0,198.0,806.0,0.0,0,0,806.0,0,752640.0,1204224.0
swin_task_1,DemoSwinTiny,_get_relative_position_bias_7,W0,319.0,920.0,0.0,-345744,0,920.0,-345744,0.0,142568.0
swin_task_1,DemoSwinTiny,shifted_window_attention_7,W0,3165.0,57668.0,0.0,-31341576,0,57668.0,-31341576,0.0,3678768.0
swin_task_1,DemoSwinTiny,stochastic_depth_14,W0,197.0,197.0,0.0,0,0,197.0,0,0.0,1204224.0
swin_task_1,DemoSwinTiny,add_14,W0,123.0,541.0,0.0,0,0,541.0,0,0.0,1806336.0
swin_task_1,DemoSwinTiny,backbone_features_5_3_norm2,W0,204.0,818.0,0.0,0,0,818.0,0,752640.0,1204224.0
swin_task_1,DemoSwinTiny,backbone_features_5_3_mlp_0,W0,213.0,12105.0,0.0,0,0,12105.0,0,231211008.0,3010560.0
swin_task_1,DemoSwinTiny,backbone_features_5_3_mlp_1,W0,184.0,1737.0,0.0,0,0,1737.0,0,0.0,4816896.0
swin_task_1,DemoSwinTiny,backbone_features_5_3_mlp_2,W0,182.0,185.0,0.0,0,0,185.0,0,0.0,4816896.0
swin_task_1,DemoSwinTiny,backbone_features_5_3_mlp_3,W0,214.0,12299.0,0.0,0,0,12299.0,0,231211008.0,3010560.0
swin_task_1,DemoSwinTiny,backbone_features_5_3_mlp_4,W0,176.0,178.0,0.0,0,0,178.0,0,0.0,1204224.0
swin_task_1,DemoSwinTiny,stochastic_depth_15,W0,135.0,135.0,0.0,0,0,135.0,0,0.0,1204224.0
swin_task_1,DemoSwinTiny,add_15,W0,126.0,509.0,0.0,0,0,509.0,0,0.0,1806336.0
swin_task_1,DemoSwinTiny,backbone_features_5_4_norm1,W0,181.0,759.0,0.0,-4704,0,759.0,-4704,752640.0,1204224.0
swin_task_1,DemoSwinTiny,_get_relative_position_bias_8,W0,352.0,938.0,0.0,-345744,0,938.0,-345744,0.0,142568.0
swin_task_1,DemoSwinTiny,shifted_window_attention_8,W0,1766.0,26155.0,0.0,-24554880,0,26155.0,-24554880,0.0,3678768.0
swin_task_1,DemoSwinTiny,stochastic_depth_16,W0,229.0,229.0,0.0,0,0,229.0,0,0.0,1204224.0
swin_task_1,DemoSwinTiny,add_16,W0,198.0,735.0,0.0,0,0,735.0,0,0.0,1806336.0
swin_task_1,DemoSwinTiny,backbone_features_5_4_norm2,W0,244.0,884.0,0.0,0,0,884.0,0,752640.0,1204224.0
swin_task_1,DemoSwinTiny,backbone_features_5_4_mlp_0,W0,224.0,12247.0,0.0,0,0,12247.0,0,231211008.0,3010560.0
swin_task_1,DemoSwinTiny,backbone_features_5_4_mlp_1,W0,162.0,1717.0,0.0,0,0,1717.0,0,0.0,4816896.0
swin_task_1,DemoSwinTiny,backbone_features_5_4_mlp_2,W0,212.0,216.0,0.0,0,0,216.0,0,0.0,4816896.0
swin_task_1,DemoSwinTiny,backbone_features_5_4_mlp_3,W0,235.0,12639.0,0.0,0,0,12639.0,0,231211008.0,3010560.0
swin_task_1,DemoSwinTiny,backbone_features_5_4_mlp_4,W0,219.0,221.0,0.0,0,0,221.0,0,0.0,1204224.0
swin_task_1,DemoSwinTiny,stochastic_depth_17,W0,152.0,152.0,0.0,0,0,152.0,0,0.0,1204224.0
swin_task_1,DemoSwinTiny,add_17,W0,178.0,599.0,0.0,0,0,599.0,0,0.0,1806336.0
swin_task_1,DemoSwinTiny,backbone_features_5_5_norm1,W0,241.0,898.0,0.0,0,0,898.0,0,752640.0,1204224.0
swin_task_1,DemoSwinTiny,_get_relative_position_bias_9,W0,489.0,1080.0,0.0,-345744,0,1080.0,-345744,0.0,142568.0
swin_task_1,DemoSwinTiny,shifted_window_attention_9,W0,2572.0,56366.0,0.0,-31943688,0,56366.0,-31943688,0.0,3678768.0
swin_task_1,DemoSwinTiny,stochastic_depth_18,W0,184.0,184.0,0.0,0,0,184.0,0,0.0,1204224.0
swin_task_1,DemoSwinTiny,add_18,W0,116.0,557.0,0.0,0,0,557.0,0,0.0,1806336.0
swin_task_1,DemoSwinTiny,backbone_features_5_5_norm2,W0,190.0,780.0,0.0,0,0,780.0,0,752640.0,1204224.0
swin_task_1,DemoSwinTiny,backbone_features_5_5_mlp_0,W0,269.0,12241.0,0.0,0,0,12241.0,0,231211008.0,3010560.0
swin_task_1,DemoSwinTiny,backbone_features_5_5_mlp_1,W0,229.0,2162.0,0.0,0,0,2162.0,0,0.0,4816896.0
swin_task_1,DemoSwinTiny,backbone_features_5_5_mlp_2,W0,189.0,192.0,0.0,0,0,192.0,0,0.0,4816896.0
swin_task_1,DemoSwinTiny,backbone_features_5_5_mlp_3,W0,236.0,11931.0,0.0,0,0,11931.0,0,231211008.0,3010560.0
swin_task_1,DemoSwinTiny,backbone_features_5_5_mlp_4,W0,211.0,213.0,0.0,0,0,213.0,0,0.0,1204224.0
swin_task_1,DemoSwinTiny,stochastic_depth_19,W0,153.0,153.0,0.0,0,0,153.0,0,0.0,1204224.0
swin_task_1,DemoSwinTiny,add_19,W0,136.0,558.0,0.0,0,0,558.0,0,0.0,1806336.0
swin_task_1,DemoSwinTiny,_patch_merging_pad_2,W0,589.0,1448.0,0.0,-1806336,0,1448.0,-1806336,0.0,1204224.0
swin_task_1,DemoSwinTiny,backbone_features_6_norm,W0,230.0,1113.0,0.0,0,0,1113.0,0,752640.0,1204224.0
swin_task_1,DemoSwinTiny,backbone_features_6_reduction,W0,244.0,8132.0,0.0,0,0,8132.0,0,115605504.0,903168.0
swin_task_1,DemoSwinTiny,backbone_features_7_0_norm1,W0,261.0,660.0,0.0,0,0,660.0,0,376320.0,602112.0
swin_task_1,DemoSwinTiny,_get_relative_position_bias_10,W0,337.0,1309.0,0.0,-921984,0,1309.0,-921984,0.0,265928.0
swin_task_1,DemoSwinTiny,shifted_window_attention_10,W0,1772.0,24027.0,0.0,-10471104,0,24027.0,-10471104,0.0,10269792.0
